Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4529;S;Machine 5 - Turning & Milling;0;0;1.0;2012-03-23 02:57:00;177;3;4;2;94.0;1227.0;5;16
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;14;0;214.0;2012-03-23 06:31:00;391;3;4;6;214.0;1441.0;6;16
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4641;D;Machine 10 - Grinding;2;0;335.0;2012-03-23 06:51:00;411;3;4;6;783.0;3774.0;4;16
Cable Head;missing;300;Case111;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;46;0;660.0;2012-03-23 07:00:00;420;3;4;7;790.0;14807.0;9;16
Drill;missing;507;Case99;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;12.0;2012-03-23 11:25:00;685;3;4;11;1162.0;1162.0;2;16
Ballnut;missing;12;Case124;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;105.0;2012-03-23 12:16:00;736;3;4;12;1710.0;4182.0;8;16
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;14;0;329.0;2012-03-23 12:29:00;749;3;4;12;358.0;1799.0;7;16
Housing;missing;27;Case101;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;21;0;100.0;2012-03-23 12:40:00;760;3;4;12;11625.0;13957.0;11;16
Cable Head;missing;300;Case111;deviant;Turning & Milling - Machine 4;ID4794;D;Machine 4 - Turning & Milling;20;0;341.0;2012-03-23 12:41:00;761;3;4;12;0.0;15148.0;10;16
Cable Head;missing;300;Case111;deviant;other;ID4794;D;Machine 4 - Turning & Milling;0;0;332.0;2012-03-23 12:41:00;761;3;4;12;341.0;15148.0;11;16
Bearing;missing;79;Case81;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;79.0;2012-03-23 12:44:00;764;3;4;12;0.0;0.0;1;17
Plug;missing;12;Case122;regular;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;141.0;2012-03-23 12:51:00;771;3;4;12;2336.0;27354.0;20;17
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4932;D;Machine 5 - Turning & Milling;47;0;137.0;2012-03-24 15:49:00;949;3;5;15;1640.0;3439.0;8;17
Cable Head;missing;300;Case111;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;65;0;121.0;2012-03-24 15:52:00;952;3;5;15;1631.0;16779.0;12;17
Cable Head;missing;300;Case111;deviant;other;ID4932;D;Machine 4 - Turning & Milling;0;0;562.0;2012-03-24 15:53:00;953;3;5;15;1.0;16780.0;13;17
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4794;D;Machine 5 - Turning & Milling;21;0;409.0;2012-03-24 22:49:00;1369;3;5;22;420.0;3859.0;9;17
Housing;missing;27;Case101;regular;Round Grinding - Machine 12;ID4528;S;Machine 12 - Grinding;0;0;90.0;2012-03-24 23:45:00;1425;3;5;23;2105.0;16062.0;12;17
Ballnut;missing;10;Case118;deviant;Turning & Milling - Machine 6;ID4429;S;Machine 6 - Turning & Milling;0;0;75.0;2012-03-25 01:15:00;75;3;6;1;0.0;0.0;1;18
Housing;missing;84;Case83;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-03-25 01:15:00;75;3;6;1;3405.0;17280.0;10;18
Ballnut;missing;70;Case86;regular;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;161.0;2012-03-25 06:44:00;404;3;6;6;0.0;0.0;1;19
Housing;missing;27;Case101;regular;Round Grinding - Machine 12;ID4528;D;Machine 12 - Grinding;17;0;420.0;2012-03-25 06:45:00;405;3;6;6;420.0;16482.0;13;19
Cable Head;missing;300;Case111;deviant;Turning & Milling - Machine 4;ID4794;D;Machine 4 - Turning & Milling;25;0;473.0;2012-03-25 06:45:00;405;3;6;6;892.0;17672.0;14;19
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4794;D;Machine 5 - Turning & Milling;20;0;475.0;2012-03-25 06:45:00;405;3;6;6;476.0;4335.0;10;19
Plug;missing;12;Case122;regular;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;100.0;2012-03-25 08:40:00;520;3;6;8;2629.0;29983.0;21;19
Plug;missing;12;Case122;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;0;0;90.0;2012-03-25 10:10:00;610;3;6;10;90.0;30073.0;22;19
Ballnut;missing;12;Case124;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;12;0;15.0;2012-03-25 10:15:00;615;3;6;10;2759.0;6941.0;9;19
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;13;0;211.0;2012-03-25 10:39:00;639;3;6;10;234.0;4569.0;11;19
Housing;missing;84;Case83;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;72;0;33.0;2012-03-25 10:41:00;641;3;6;10;566.0;17846.0;11;19
Housing;missing;27;Case101;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;6;0;60.0;2012-03-25 11:00:00;660;3;6;11;255.0;16737.0;14;19
Cable Head;Y;17;Case185;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;55.0;2012-03-25 11:10:00;670;3;6;11;79132.0;118675.0;11;19
Housing;missing;27;Case101;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;17;0;14.0;2012-03-25 11:29:00;689;3;6;11;29.0;16766.0;15;19
Housing;missing;27;Case101;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;17;0;281.0;2012-03-25 11:31:00;691;3;6;11;2.0;16768.0;16;19
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4529;D;Machine 5 - Turning & Milling;0;0;18.0;2012-03-25 12:27:00;747;3;6;12;108.0;4677.0;12;19
Housing;missing;84;Case83;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;52;0;76.0;2012-03-25 12:54:00;774;3;6;12;133.0;17979.0;12;19
Drill;missing;507;Case99;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;160;0;75.0;2012-03-25 13:27:00;807;3;6;13;3002.0;4164.0;3;19
Cable Head;Y;17;Case185;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;0;0;32.0;2012-03-25 15:19:00;919;3;6;15;249.0;118924.0;12;19
Housing;missing;84;Case83;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;52;0;145.0;2012-03-25 15:19:00;919;3;6;15;145.0;18124.0;13;19
Cable Head;missing;300;Case111;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;53;0;506.0;2012-03-25 15:32:00;932;3;6;15;527.0;18199.0;15;19
Housing;missing;84;Case83;regular;Flat Grinding - Machine 11;ID0998;D;Machine 11 - Grinding;20;0;22.0;2012-03-25 15:41:00;941;3;6;15;22.0;18146.0;14;19
Ballnut;missing;70;Case86;regular;Turning & Milling - Machine 6;ID4718;S;Machine 6 - Turning & Milling;4;0;369.0;2012-03-25 15:58:00;958;3;6;15;554.0;554.0;2;19
Housing;missing;84;Case83;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;20;0;29.0;2012-03-25 16:10:00;970;3;6;16;29.0;18175.0;15;18
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4132;D;Machine 10 - Grinding;7;0;626.0;2012-03-25 17:45:00;1065;3;6;17;3534.0;7308.0;5;18
Ballnut;missing;70;Case86;regular;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;4;0;94.0;2012-03-25 17:54:00;1074;3;6;17;116.0;670.0;3;18
Bearing;missing;79;Case81;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;371.0;2012-03-25 17:59:00;1079;3;6;17;3195.0;3195.0;2;18
Plug;missing;12;Case122;regular;other;ID4528;D;Machine 12 - Grinding;0;0;107.0;2012-03-25 21:55:00;1315;3;6;21;705.0;30778.0;23;18
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;15;0;237.0;2012-03-25 23:36:00;1416;3;6;23;669.0;5346.0;13;18
Housing;missing;27;Case101;regular;Packing;ID4820;D;Packing;17;0;60.0;2012-03-26 01:00:00;60;3;0;1;809.0;17577.0;17;16
Ballnut;missing;12;Case124;regular;Packing;ID4820;D;Packing;12;0;60.0;2012-03-26 01:00:00;60;3;0;1;885.0;7826.0;10;16
Piston;missing;37;Case141;regular;Turning & Milling - Machine 4;ID4429;S;Machine 4 - Turning & Milling;0;0;75.0;2012-03-26 01:15:00;75;3;0;1;0.0;0.0;1;16
Drill;missing;507;Case99;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-03-26 01:15:00;75;3;0;1;708.0;4872.0;4;16
Housing;missing;500;Case135;deviant;Turning & Milling - Machine 5;ID4794;D;Machine 5 - Turning & Milling;25;0;416.0;2012-03-26 06:38:00;398;3;0;6;422.0;5768.0;14;15
Ballnut;missing;70;Case86;regular;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;51;0;629.0;2012-03-26 06:38:00;398;3;0;6;764.0;1434.0;4;15
Cable Head;missing;300;Case111;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;63;0;649.0;2012-03-26 06:43:00;403;3;0;6;911.0;19110.0;16;14
Cable Head;Y;17;Case185;regular;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;162.0;2012-03-26 07:02:00;422;3;0;7;943.0;119867.0;13;14
Ballnut;missing;70;Case86;regular;Turning & Milling - Machine 6;ID4718;D;Machine 6 - Turning & Milling;10;0;70.0;2012-03-26 08:01:00;481;3;0;8;83.0;1517.0;5;14
Ballnut;missing;70;Case86;regular;Turning & Milling - Machine 6;ID4718;D;Machine 6 - Turning & Milling;1;0;1.0;2012-03-26 08:38:00;518;3;0;8;37.0;1554.0;6;14
Plug;missing;12;Case122;regular;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;100.0;2012-03-26 08:40:00;520;3;0;8;645.0;31423.0;24;14
Cable Head;Y;17;Case185;regular;Round Grinding - Machine 2;ID4355;S;Machine 2 - Round Grinding;1;0;149.0;2012-03-26 09:33:00;573;3;0;9;151.0;120018.0;14;14
Drill;missing;507;Case99;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;160;0;58.0;2012-03-26 10:12:00;612;3;0;10;537.0;5409.0;5;14
Ballnut;missing;18;Case142;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;18;0;70.0;2012-03-26 11:10:00;670;3;0;11;5464.0;5464.0;2;13
Cable Head;Y;17;Case185;regular;Round Grinding - Machine 2;ID4355;D;Machine 2 - Round Grinding;6;0;115.0;2012-03-26 11:29:00;689;3;0;11;116.0;120134.0;15;13
Drill;missing;507;Case99;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;160;0;120.0;2012-03-26 12:12:00;732;3;0;12;120.0;5529.0;6;13
Cable Head;Y;17;Case185;regular;Round Grinding - Machine 2;ID4355;S;Machine 2 - Round Grinding;1;0;167.0;2012-03-26 14:16:00;856;3;0;14;167.0;120301.0;16;13
Bearing;missing;132;Case264;deviant;Turning & Milling - Machine 6;ID4718;S;Machine 6 - Turning & Milling;2;0;410.0;2012-03-26 15:28:00;928;3;0;15;0.0;0.0;1;14
Spur Gear;missing;15;Case45;deviant;other;ID0997;D;Machine 8 - Turning & Milling;0;0;96.0;2012-03-26 15:57:00;957;3;0;15;7554.0;8392.0;5;13
Bearing;missing;132;Case264;deviant;Turning & Milling - Machine 6;ID4718;D;Machine 6 - Turning & Milling;2;0;33.0;2012-03-26 16:01:00;961;3;0;16;33.0;33.0;2;13
Bearing;missing;79;Case81;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;560.0;2012-03-26 16:08:00;968;3;0;16;1329.0;4524.0;3;12
Cable Head;Y;17;Case185;regular;Round Grinding - Machine 2;ID4355;D;Machine 2 - Round Grinding;6;0;118.0;2012-03-26 16:14:00;974;3;0;16;118.0;120419.0;17;12
Ballnut;missing;70;Case86;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;10;0;40.0;2012-03-26 16:40:00;1000;3;0;16;482.0;2036.0;7;12
Bearing;missing;132;Case264;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;4;0;130.0;2012-03-26 17:52:00;1072;3;0;17;111.0;144.0;3;12
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4132;D;Machine 10 - Grinding;6;0;570.0;2012-03-26 18:00:00;1080;3;0;18;1455.0;8763.0;6;12
Cable Head;missing;40;Case138;deviant;Turning & Milling - Machine 4;ID4167;S;Machine 4 - Turning & Milling;0;0;48.0;2012-03-26 18:01:00;1081;3;0;18;0.0;0.0;1;13
Cable Head;missing;40;Case138;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;302.0;2012-03-27 00:44:00;44;3;1;0;403.0;403.0;2;13
Cable Head;missing;20;Case36;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-03-27 01:15:00;75;3;1;1;18137.0;20873.0;12;13
Cable Head;missing;150;Case67;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-03-27 01:15:00;75;3;1;1;68376.0;76462.0;20;13
Cable Head;missing;40;Case138;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;16;0;349.0;2012-03-27 06:34:00;394;3;1;6;350.0;753.0;3;13
Bearing;missing;132;Case264;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;32;0;613.0;2012-03-27 06:34:00;394;3;1;6;762.0;906.0;4;13
Bearing;missing;132;Case264;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;17.0;2012-03-27 07:26:00;446;3;1;7;52.0;958.0;5;13
Plug;missing;12;Case122;regular;Final Inspection Q.C.;ID4163;D;Quality Check 1;12;0;30.0;2012-03-27 11:00:00;660;3;1;11;1580.0;33003.0;25;13
Ballnut;missing;70;Case86;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;60;0;107.0;2012-03-27 12:47:00;767;3;1;12;1207.0;3243.0;8;12
Cable Head;missing;150;Case67;regular;other;ID4882;D;Machine 11 - Grinding;0;0;96.0;2012-03-27 13:25:00;805;3;1;13;730.0;77192.0;21;12
Plug;missing;12;Case121;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;11;0;161.0;2012-03-27 13:26:00;806;3;1;13;8814.0;31047.0;18;12
Cable Head;missing;150;Case67;regular;other;ID4882;D;Machine 11 - Grinding;10;0;1.0;2012-03-27 13:26:00;806;3;1;13;1.0;77193.0;22;12
Bearing;missing;132;Case264;deviant;Turning & Milling - Machine 6;ID4167;D;Machine 6 - Turning & Milling;28;0;472.0;2012-03-27 15:56:00;956;3;1;15;510.0;1468.0;6;12
Cable Head;missing;40;Case138;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;18;0;478.0;2012-03-27 16:04:00;964;3;1;16;570.0;1323.0;4;12
Cable Head;missing;150;Case67;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;38;0;158.0;2012-03-27 16:05:00;965;3;1;16;159.0;77352.0;23;11
Ballnut;missing;200;Case96;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;200;0;149.0;2012-03-27 17:41:00;1061;3;1;17;13188.0;13188.0;2;11
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4132;D;Machine 10 - Grinding;6;0;570.0;2012-03-27 17:47:00;1067;3;1;17;1427.0;10190.0;7;11
Cable Head;missing;40;Case138;deviant;Turning & Milling - Machine 5;ID4429;D;Machine 5 - Turning & Milling;5;0;123.0;2012-03-27 18:09:00;1089;3;1;18;125.0;1448.0;5;10
Cable Head;missing;20;Case36;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;20;0;134.0;2012-03-27 18:19:00;1099;3;1;18;1024.0;21897.0;13;10
Bearing;missing;132;Case264;deviant;Turning & Milling - Machine 6;ID4429;D;Machine 6 - Turning & Milling;5;0;54.0;2012-03-27 18:30:00;1110;3;1;18;154.0;1622.0;7;10
Housing;missing;15;Case137;regular;Turning & Milling - Machine 4;ID4429;S;Machine 4 - Turning & Milling;0;0;317.0;2012-03-27 23:38:00;1418;3;1;23;0.0;0.0;1;11
Cable Head;missing;20;Case36;regular;Round Grinding - Machine 2;ID4385;S;Machine 2 - Round Grinding;0;0;199.0;2012-03-27 23:41:00;1421;3;1;23;322.0;22219.0;14;11
Plug;missing;12;Case122;regular;Packing;ID4820;D;Packing;12;0;60.0;2012-03-28 01:00:00;60;3;2;1;840.0;33843.0;26;10
other;missing;72;Case133;regular;Turning & Milling - Machine 4;ID4429;S;Machine 4 - Turning & Milling;0;0;75.0;2012-03-28 01:15:00;75;3;2;1;0.0;0.0;1;11
Ballnut;missing;200;Case96;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-03-28 01:15:00;75;3;2;1;454.0;13642.0;3;11
Housing;missing;15;Case137;regular;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;174.0;2012-03-28 04:11:00;251;3;2;4;273.0;273.0;2;11
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4794;D;Machine 10 - Grinding;1;0;405.0;2012-03-28 04:21:00;261;3;2;4;634.0;10824.0;8;11
Plug;missing;12;Case121;regular;Round Grinding - Machine 3;ID0420;S;Machine 3 - Round Grinding;0;0;40.0;2012-03-28 06:40:00;400;3;2;6;1034.0;32081.0;19;11
Bearing;missing;132;Case264;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;30;0;633.0;2012-03-28 06:42:00;402;3;2;6;732.0;2354.0;8;11
Cable Head;missing;20;Case36;regular;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;0;0;446.0;2012-03-28 07:07:00;427;3;2;7;446.0;22665.0;15;11
Bearing;missing;132;Case264;deviant;Turning & Milling - Machine 6;ID4718;D;Machine 6 - Turning & Milling;2;0;27.0;2012-03-28 07:27:00;447;3;2;7;45.0;2399.0;9;11
Bearing;missing;132;Case264;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;26.0;2012-03-28 07:31:00;451;3;2;7;4.0;2403.0;10;11
Bearing;missing;132;Case264;deviant;Turning & Milling Q.C.;ID4618;D;Quality Check 1;59;0;7.0;2012-03-28 07:48:00;468;3;2;7;17.0;2420.0;11;11
Ballnut;missing;200;Case96;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;50;0;69.0;2012-03-28 10:13:00;613;3;2;10;538.0;14180.0;4;11
Bearing;missing;132;Case264;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;59;0;139.0;2012-03-28 10:39:00;639;3;2;10;171.0;2591.0;12;11
Cable Head;missing;20;Case36;regular;Round Grinding - Machine 2;ID4445;D;Machine 2 - Round Grinding;0;0;224.0;2012-03-28 10:52:00;652;3;2;10;225.0;22890.0;16;11
Ballnut;missing;200;Case96;regular;Laser Marking - Machine 7;ID4718;D;Machine 7- Laser Marking;200;0;150.0;2012-03-28 12:00:00;720;3;2;12;107.0;14287.0;5;11
Bearing;missing;132;Case264;deviant;Turning & Milling - Machine 6;ID4167;D;Machine 6 - Turning & Milling;16;0;255.0;2012-03-28 12:05:00;725;3;2;12;86.0;2677.0;13;10
Ballnut;missing;330;Case98;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;160;0;158.0;2012-03-28 12:38:00;758;3;2;12;0.0;0.0;1;11
Plug;missing;12;Case121;regular;Round Grinding - Machine 3;ID4445;S;Machine 3 - Round Grinding;0;0;363.0;2012-03-28 13:03:00;783;3;2;13;383.0;32464.0;20;10
Ballnut;missing;200;Case96;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;150;0;162.0;2012-03-28 13:22:00;802;3;2;13;82.0;14369.0;6;10
Cable Head;missing;20;Case36;regular;Round Grinding - Machine 2;ID4445;S;Machine 2 - Round Grinding;0;0;52.0;2012-03-28 13:55:00;835;3;2;13;183.0;23073.0;17;10
Ballnut;missing;330;Case98;regular;Laser Marking - Machine 7;ID4718;D;Machine 7- Laser Marking;45;0;30.0;2012-03-28 15:30:00;930;3;2;15;172.0;172.0;2;10
Housing;missing;15;Case137;regular;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;14;0;499.0;2012-03-28 16:09:00;969;3;2;16;718.0;991.0;3;10
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4132;D;Machine 10 - Grinding;7;0;617.0;2012-03-28 17:37:00;1057;3;2;17;796.0;11620.0;9;10
Cable Head;missing;20;Case36;regular;Round Grinding - Machine 2;ID4445;D;Machine 2 - Round Grinding;9;0;231.0;2012-03-28 17:46:00;1066;3;2;17;231.0;23304.0;18;10
Drill;missing;507;Case99;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;24.0;2012-03-28 17:59:00;1079;3;2;17;3227.0;8756.0;7;10
Cable Head;Y;17;Case185;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;542.0;2012-03-28 18:02:00;1082;3;2;18;2988.0;123407.0;18;10
Ballnut;missing;10;Case118;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;1;0;121.0;2012-03-28 22:11:00;1331;3;2;22;5576.0;5576.0;2;10
Cable Head;missing;20;Case36;regular;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;2;0;125.0;2012-03-28 22:23:00;1343;3;2;22;277.0;23581.0;19;10
Cable Head;missing;20;Case36;regular;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;0;0;43.0;2012-03-28 23:07:00;1387;3;2;23;44.0;23625.0;20;10
Ballnut;missing;200;Case96;regular;Packing;other;D;Packing;189;0;60.0;2012-03-29 01:00:00;60;3;3;1;0.0;15067.0;7;10
Ballnut;missing;200;Case96;regular;Packing;ID4820;D;Packing;11;0;60.0;2012-03-29 01:00:00;60;3;3;1;698.0;15067.0;8;10
Ballnut;missing;10;Case118;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;9;0;197.0;2012-03-29 01:29:00;89;3;3;1;198.0;5774.0;3;9
other;missing;72;Case133;regular;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;1;0;519.0;2012-03-29 04:43:00;283;3;3;4;1648.0;1648.0;2;9
other;missing;72;Case133;regular;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;14;0;116.0;2012-03-29 06:40:00;400;3;3;6;117.0;1765.0;3;9
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4794;D;Machine 10 - Grinding;4;0;568.0;2012-03-29 06:42:00;402;3;3;6;785.0;12405.0;10;10
Ballnut;missing;48;Case125;regular;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;312.0;2012-03-29 06:42:00;402;3;3;6;0.0;0.0;1;10
Ballnut;missing;330;Case98;regular;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;47;0;55.0;2012-03-29 08:20:00;500;3;3;8;1010.0;1182.0;3;10
Ballnut;missing;200;Case96;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;200;0;100.0;2012-03-29 08:40:00;520;3;3;8;460.0;15527.0;9;9
Ballnut;missing;330;Case98;regular;Laser Marking - Machine 7;ID4718;D;Machine 7- Laser Marking;68;0;30.0;2012-03-29 09:30:00;570;3;3;9;70.0;1252.0;4;8
Drill;missing;507;Case99;regular;Final Inspection Q.C.;ID4618;D;Quality Check 1;160;0;234.0;2012-03-29 11:54:00;714;3;3;11;1075.0;9831.0;8;8
Ballnut;missing;48;Case125;regular;Turning & Milling - Machine 6;ID4167;S;Machine 6 - Turning & Milling;1;0;356.0;2012-03-29 13:22:00;802;3;3;13;400.0;400.0;2;8
Cable Head;Y;17;Case185;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;230.0;2012-03-29 15:50:00;950;3;3;15;1308.0;124715.0;19;8
Ballnut;missing;48;Case125;regular;Turning & Milling - Machine 6;ID4167;D;Machine 6 - Turning & Milling;6;0;15.0;2012-03-29 15:58:00;958;3;3;15;156.0;556.0;3;8
Bearing;missing;500;Case65;regular;Turning & Milling - Machine 9;ID4641;D;Machine 9 - Turning & Milling;20;0;304.0;2012-03-29 16:02:00;962;3;3;16;10323.0;10562.0;3;8
Ballnut;missing;48;Case125;regular;Turning & Milling Q.C.;ID4618;D;Quality Check 1;0;0;158.0;2012-03-29 16:03:00;963;3;3;16;5.0;561.0;4;7
other;missing;72;Case133;regular;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;57;0;558.0;2012-03-29 16:03:00;963;3;3;16;563.0;2328.0;4;7
Cylinder;missing;40;Case119;regular;Turning & Milling - Machine 10;ID4132;D;Machine 10 - Grinding;6;0;600.0;2012-03-29 17:18:00;1038;3;3;17;636.0;13041.0;11;6
Ballnut;missing;48;Case125;regular;Turning & Milling - Machine 6;ID4429;D;Machine 6 - Turning & Milling;5;0;44.0;2012-03-29 17:29:00;1049;3;3;17;86.0;647.0;5;5
other;missing;72;Case134;regular;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;120.0;2012-03-29 19:49:00;1189;3;3;19;0.0;0.0;1;6
Ballnut;missing;600;Case136;regular;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;2;0;259.0;2012-03-29 23:34:00;1414;3;3;23;0.0;0.0;1;7
Bearing;missing;500;Case65;regular;Turning & Milling - Machine 9;ID3846;D;Machine 9 - Turning & Milling;31;0;418.0;2012-03-29 23:41:00;1421;3;3;23;459.0;11021.0;4;7
Cable Head;missing;20;Case36;regular;other;ID4528;D;Machine 12 - Grinding;0;0;85.0;2012-03-29 23:45:00;1425;3;3;23;1478.0;25103.0;21;7
Cable Head;missing;20;Case36;regular;Round Grinding - Machine 2;ID4385;D;Machine 2 - Round Grinding;0;0;165.0;2012-03-29 23:54:00;1434;3;3;23;9.0;25112.0;22;7
